id,score
1500,0.041216433
1501,0.08831152
1502,0.9856278
1503,0.021430135
1504,0.002204448
1505,0.009598523
1506,0.3934645
1507,0.004717082
1508,0.011752009
1509,0.24401996
1510,0.00018912554
1511,0.007998824
1512,0.042218953
1513,0.9999999
1514,0.0016162097
1515,0.35393727
1516,0.6293361
1517,0.99677336
1518,0.020410866
1519,0.0062274635
1520,0.0004118979
1521,0.0033279657
1522,0.03477344
1523,0.0030198693
1524,0.0012947321
1525,0.06299806
1526,0.91298306
1527,0.5579718
1528,0.99991083
1529,0.004224956
1530,0.038500488
1531,0.0056661665
1532,0.14785498
1533,0.002262205
1534,0.96701753
1535,0.0036909282
1536,0.9993928
1537,0.00082188845
1538,0.99523824
1539,0.009819806
1540,0.9989803
1541,0.004726112
1542,0.99951136
1543,0.11913556
1544,0.0069789886
1545,0.0044879317
1546,0.014935106
1547,0.021535099
1548,0.44402307
1549,0.006424457
1550,0.9999974
1551,0.9555683
1552,0.20660755
1553,0.9016317
1554,0.81499493
1555,0.015427887
1556,0.9999616
1557,0.6669426
1558,0.17480186
1559,0.002341777
1560,0.085858166
1561,0.030751169
1562,0.0032261908
1563,0.007101834
1564,0.9999703
1565,0.0033224225
1566,0.09279665
1567,0.008225203
1568,0.03343934
1569,0.00053697824
1570,0.027663767
1571,0.996505
1572,0.012586772
1573,0.10548982
1574,0.9995102
1575,0.99631387
1576,0.036497235
1577,0.00058701634
1578,0.5992795
1579,0.053510845
1580,0.34071988
1581,0.9854167
1582,0.006649703
1583,0.01211974
1584,0.9998801
1585,0.010902494
1586,0.002273351
1587,0.0011462867
1588,0.011289507
1589,0.98078775
1590,0.014436692
1591,0.99997497
1592,0.14378929
1593,0.93477654
1594,0.05216402
1595,0.5856188
1596,0.0021820664
1597,0.88387007
1598,0.9896318
1599,0.99947166
1600,0.011960119
1601,0.99999505
1602,0.99974155
1603,0.002221167
1604,0.023892283
1605,0.035238653
1606,0.009811878
1607,0.0010080934
1608,0.004649967
1609,0.41551852
1610,0.299707
1611,0.067420095
1612,0.9982456
1613,0.029009849
1614,0.0005078316
1615,0.99999994
1616,0.9341352
1617,0.99813557
1618,0.0014965832
1619,0.087742686
1620,0.12898082
1621,0.001414448
1622,0.9964024
1623,0.004853666
1624,0.6436993
1625,0.004360527
1626,0.99971974
1627,0.79364735
1628,0.9988984
1629,0.9999862
1630,0.9585196
1631,0.005002022
1632,0.0010714829
1633,0.024252862
1634,0.0067894757
1635,0.020820081
1636,0.011114538
1637,0.3938775
1638,0.1585981
1639,0.0062634945
1640,0.077688545
1641,0.041004837
1642,0.08206037
1643,0.43890017
1644,0.14051944
1645,0.99464846
1646,0.011392564
1647,0.028273076
1648,0.31466675
1649,0.8022774
1650,0.00486809
1651,0.008458912
1652,0.022021055
1653,0.03606215
1654,0.061796755
1655,0.0071858764
1656,0.3208202
1657,0.9999999
1658,0.03718689
1659,0.037195683
1660,0.78158534
1661,0.42651302
1662,0.01569897
1663,0.23032528
1664,0.75786066
1665,0.014087766
1666,0.007919133
1667,0.0011334121
1668,0.6626298
1669,0.00508222
1670,0.9999986
1671,0.9999769
1672,0.04172218
1673,0.97906566
1674,0.7921161
1675,0.011362076
1676,0.06313121
1677,0.049634695
1678,0.99999875
1679,0.008828849
1680,0.017232418
1681,0.008137941
1682,0.9999951
1683,0.97617286
1684,0.120964825
1685,0.018666595
1686,0.014589876
1687,0.012405127
1688,0.0062791407
1689,0.902349
1690,0.9757364
1691,0.0013528764
1692,0.22546998
1693,0.99998844
1694,0.0009149015
1695,0.0044563413
1696,0.94448805
1697,0.9997475
1698,0.002686441
1699,0.18332094
1700,0.0011492074
1701,0.8648288
1702,0.016786963
1703,0.8243432
1704,0.6097708
1705,0.0040049553
1706,0.62645483
1707,0.0948531
1708,0.04780358
1709,0.9999459
1710,0.24129078
1711,0.086980015
1712,0.014575541
1713,0.0030200183
1714,0.65806633
1715,0.04674679
1716,0.9968699
1717,0.392875
1718,0.013787597
1719,0.99812454
1720,0.0020255744
1721,0.8222362
1722,0.9556264
1723,0.0370892
1724,0.002161324
1725,0.0010167062
1726,0.0073235035
1727,0.088602096
1728,0.0020122528
1729,0.009493172
1730,0.028193831
1731,0.03921318
1732,0.07077405
1733,0.009018213
1734,0.028963625
1735,0.9888395
1736,0.67410934
1737,0.013239503
1738,0.039890677
1739,0.0074168146
1740,0.14261028
1741,0.026062101
1742,0.003520459
1743,0.24215108
1744,0.007184893
1745,0.00022900105
1746,0.9999866
1747,0.00066536665
1748,0.019927025
1749,0.7463472
1750,0.12277627
1751,0.99975383
1752,0.0038162172
1753,0.086362064
1754,0.8904536
1755,0.12008032
1756,0.0027537644
1757,0.016960025
1758,0.0020466745
1759,0.999925
1760,0.028275818
1761,0.0030359924
1762,0.045645148
1763,0.014457166
1764,0.011080354
1765,0.0054905117
1766,0.88037634
1767,0.004449904
1768,0.011239439
1769,0.0021050274
1770,0.99999905
1771,0.071347
1772,0.00076037645
1773,0.000113517046
1774,0.09932837
1775,0.009778202
1776,0.90570664
1777,0.024550825
1778,0.6047151
1779,0.14408648
1780,0.9969076
1781,0.8162653
1782,0.03088519
1783,0.0031451285
1784,0.009398192
1785,0.1789065
1786,0.9996093
1787,0.0032727718
1788,0.00030955672
1789,0.8642852
1790,0.0007247627
1791,0.5040544
1792,0.0030220747
1793,0.0012661815
1794,0.007602662
1795,0.0037410855
1796,0.42668444
1797,0.0019305944
1798,0.99797714
1799,0.008061588
1800,0.5252227
1801,0.039937377
1802,0.0026569366
1803,0.34343117
1804,0.025001675
1805,0.86227036
1806,0.0026910305
1807,0.49944264
1808,0.9996092
1809,0.00086575747
1810,0.02199319
1811,0.9996892
1812,0.967988
1813,0.041349888
1814,0.0032011569
1815,0.99999976
1816,0.006697893
1817,0.9773315
1818,0.97182375
1819,0.08567804
1820,0.9279394
1821,0.010478139
1822,0.0803583
1823,0.051611543
1824,0.0196037
1825,0.85206985
1826,0.054603577
1827,0.7698605
1828,0.0036953986
1829,0.99929154
1830,0.018665016
1831,0.052829593
1832,0.0071760714
1833,0.46171504
1834,0.8823558
1835,0.9989955
1836,0.0039440393
1837,0.999776
1838,0.05045986
1839,0.0021989048
1840,0.3845629
1841,0.007728994
1842,0.33280328
1843,0.19954261
1844,0.002922237
1845,0.99891335
1846,0.9966371
1847,0.004306197
1848,0.0033317208
1849,0.9368607
1850,0.024587214
1851,0.99997085
1852,0.065175265
1853,0.22899261
1854,0.0043929517
1855,0.13267943
1856,0.007242471
1857,0.9999962
1858,0.9999987
1859,0.0029014647
1860,0.043590844
1861,0.9426545
1862,0.0031430125
1863,0.24441692
1864,0.011862278
1865,0.9997334
1866,0.007051438
1867,0.070332944
1868,0.00046524405
1869,0.014543533
1870,0.003234893
1871,0.0021438599
1872,0.20711508
1873,0.028549403
1874,0.023073822
1875,0.9079344
1876,0.021375418
1877,0.058919847
1878,0.020351231
1879,0.99995744
1880,0.0066925287
1881,0.00047007203
1882,0.8213151
1883,0.0049435496
1884,0.0013582408
1885,0.002434373
1886,0.9926285
1887,0.958094
1888,0.96383846
1889,0.004793197
1890,0.96487856
1891,0.0026856065
1892,0.018002152
1893,0.008097321
1894,0.99978364
1895,0.0010723174
1896,0.08701703
1897,0.034062266
1898,0.093857646
1899,0.9453061
1900,0.013625681
1901,0.4516671
1902,0.00437063
1903,0.04477963
1904,0.012550503
1905,0.003885001
1906,0.99990296
1907,0.0943315
1908,0.99990606
1909,0.16304862
1910,0.70917296
1911,0.9479834
1912,0.87078166
1913,0.010527909
1914,0.69585794
1915,0.0019381046
1916,0.33197808
1917,0.003109455
1918,0.07978806
1919,0.0013407171
1920,0.009927541
1921,0.0011787713
1922,0.0722498
1923,0.6795749
1924,0.032548398
1925,0.9043119
1926,0.011097163
1927,0.0008814037
1928,0.024230003
1929,0.6215072
1930,0.09831217
1931,0.89715123
1932,0.83690315
1933,0.012502134
1934,0.02260381
1935,0.0005455315
1936,0.01774335
1937,0.0020789504
1938,0.018820584
1939,0.0051897466
1940,0.0010482967
1941,0.04110977
1942,0.018121034
1943,0.01705417
1944,0.99999446
1945,0.99999595
1946,0.023713231
1947,0.0007146001
