id,score
1500,0.9996076
1501,0.023063838
1502,1.0
1503,2.0116568e-05
1504,0.26174474
1505,0.00093629956
1506,1.0
1507,0.79320717
1508,0.9667468
1509,0.99434876
1510,0.0026841164
1511,0.6252172
1512,0.3108837
1513,1.0
1514,0.40456024
1515,0.024831563
1516,0.99991894
1517,0.99981284
1518,0.99999917
1519,0.07822257
1520,0.9998764
1521,0.9997971
1522,0.102974
1523,0.00015318394
1524,0.0020765066
1525,0.26703387
1526,1.0
1527,0.0041056573
1528,0.80082256
1529,6.1690807e-06
1530,0.6133648
1531,0.0021033287
1532,0.9952643
1533,0.97726464
1534,0.9986309
1535,0.9999999
1536,1.0
1537,1.6391277e-06
1538,1.0
1539,0.6414114
1540,0.99999994
1541,0.105136186
1542,0.99999917
1543,0.5365449
1544,0.99504375
1545,0.3508995
1546,0.000264436
1547,0.004393697
1548,0.010056227
1549,0.65253633
1550,1.0
1551,1.0
1552,0.6295837
1553,0.9999999
1554,0.99083036
1555,0.05941549
1556,0.9997985
1557,0.00029945374
1558,0.29400963
1559,0.9999234
1560,1.0
1561,0.79490507
1562,1.5199184e-06
1563,0.9094039
1564,0.99568546
1565,0.19053099
1566,0.00090157986
1567,0.0
1568,1.6063452e-05
1569,0.6580484
1570,0.049115747
1571,0.96566135
1572,0.98767483
1573,0.011464685
1574,0.99999994
1575,0.9999999
1576,0.43361694
1577,0.54912823
1578,4.5776367e-05
1579,3.1590462e-06
1580,0.64017874
1581,0.9928452
1582,0.007945865
1583,0.11419281
1584,1.0
1585,0.9997407
1586,0.00088375807
1587,0.015381008
1588,0.06760171
1589,1.0
1590,0.9999933
1591,1.0
1592,0.7571647
1593,0.9993489
1594,0.9999999
1595,0.089726776
1596,0.0012333691
1597,1.0
1598,1.0
1599,0.9999999
1600,0.98953724
1601,1.0
1602,1.0
1603,0.05538714
1604,8.404255e-06
1605,0.1974206
1606,0.10824838
1607,0.101266414
1608,0.259669
1609,0.00075766444
1610,0.1262466
1611,0.6782948
1612,1.0
1613,0.0039491057
1614,0.37311137
1615,1.0
1616,0.9999999
1617,1.0
1618,0.00050342083
1619,0.022226065
1620,0.99955857
1621,1.0818243e-05
1622,0.99999964
1623,0.9994768
1624,0.0021451712
1625,0.041455775
1626,0.9999989
1627,0.9999999
1628,1.0
1629,1.0
1630,0.9997717
1631,0.00017538667
1632,2.771616e-06
1633,0.0065718293
1634,0.95321465
1635,0.46909815
1636,0.08788678
1637,0.95386946
1638,0.0007134378
1639,0.3300851
1640,0.6803113
1641,0.006426364
1642,7.2956085e-05
1643,0.93495965
1644,0.8989499
