id,score
1500,0.0058835447
1501,0.11135748
1502,0.9853036
1503,0.9659188
1504,0.011010617
1505,0.0038687885
1506,0.90021294
1507,0.0026105046
1508,0.054644108
1509,0.95778537
1510,0.0005733073
1511,0.05208513
1512,0.32920837
1513,1.0
1514,0.026589543
1515,0.11164537
1516,0.99295825
1517,0.93978226
1518,0.55583525
1519,0.13881087
1520,0.19327414
1521,0.57016253
1522,0.19532052
1523,0.00020179152
1524,0.001201868
1525,0.43446815
1526,0.998679
1527,0.007890761
1528,0.9999976
1529,0.24046624
1530,0.6763942
1531,0.030644506
1532,0.9005978
1533,0.14595544
1534,0.999225
1535,0.008389384
1536,0.99998873
1537,0.0032427907
1538,0.7604364
1539,0.0012431145
1540,0.99993205
1541,0.017178982
1542,0.9999462
1543,0.08943075
1544,0.08325222
1545,0.9891969
1546,0.013891518
1547,0.28453448
1548,0.99532664
1549,0.055764258
1550,0.99999845
1551,0.99969524
1552,0.0005387664
1553,0.93876433
1554,0.0061131716
1555,0.008077353
1556,0.99997795
1557,0.23157567
1558,0.026645035
1559,0.021833897
1560,0.99999684
1561,0.37106627
1562,0.08475405
1563,0.0006981492
1564,0.9999999
1565,0.0006272793
1566,0.076616794
1567,0.0018309653
1568,0.030592978
1569,0.0006764233
1570,0.83649534
1571,0.990793
1572,0.016749531
1573,0.9674418
1574,0.9998949
1575,0.84164274
1576,0.1499188
1577,0.0019914508
1578,0.034631908
1579,0.5509334
1580,0.5295292
1581,0.9989755
1582,0.030368298
1583,0.17996833
1584,0.99999696
1585,0.4844666
1586,0.20344737
1587,0.010414273
1588,0.0055137277
1589,0.9998441
1590,0.0021613538
1591,1.0
1592,0.9490547
1593,0.98263264
1594,0.2556519
1595,0.8965415
1596,0.000777483
1597,0.9999367
1598,0.99999905
1599,0.9978334
1600,0.028133541
1601,1.0
1602,0.9999994
1603,0.04004419
1604,0.002515465
1605,0.15418512
1606,0.033854425
1607,0.04413116
1608,0.0066231787
1609,0.2098195
1610,0.9971589
1611,0.95082664
1612,0.9999999
1613,0.12180859
1614,0.044492096
1615,0.99999994
1616,0.99917674
1617,0.9999801
1618,0.006431401
1619,0.8959567
1620,0.7057963
1621,0.00044849515
1622,0.99999994
1623,0.03094992
1624,0.13165
1625,0.09071267
1626,0.9991478
1627,0.99553853
1628,0.99999994
1629,0.99999994
1630,0.9884401
1631,0.016553223
1632,0.010307461
1633,0.116472214
1634,0.0035378635
1635,0.17979169
1636,0.013081968
1637,0.0074383616
1638,0.3523534
1639,0.00036233664
1640,0.8539977
1641,0.025566578
1642,4.1782856e-05
1643,0.7909111
1644,0.96327066
1645,0.999935
1646,0.019323021
1647,0.15586397
1648,0.92811954
1649,0.9950712
1650,0.25323808
1651,0.5870492
1652,0.0015230775
1653,0.010747403
1654,0.06446347
1655,0.0015971363
1656,0.8881191
1657,1.0
1658,0.0029013157
1659,0.011675239
1660,0.9993138
1661,0.9998917
1662,0.39828455
1663,0.9342598
1664,0.795358
1665,0.81510615
1666,0.051401973
1667,0.05709696
1668,0.9999944
1669,0.0034986734
1670,0.9999999
1671,1.0
1672,0.011910796
1673,0.99885833
1674,0.9948751
1675,0.017765641
1676,0.89338934
1677,0.2864501
1678,0.9999989
1679,0.13567328
1680,0.0012490451
1681,0.5037717
1682,0.9998071
1683,0.9994003
1684,0.81231403
1685,0.0022629201
1686,0.15746355
1687,0.011449158
1688,0.014063865
1689,0.9767939
1690,0.999997
1691,0.0050703883
1692,0.0005708337
1693,0.99999726
1694,0.017299265
1695,0.8159742
1696,0.9999928
1697,0.999807
1698,0.010537863
1699,0.9978597
1700,2.3901463e-05
1701,0.9463085
1702,0.5132081
1703,0.99753755
1704,0.531026
1705,0.0032108724
1706,0.9997278
1707,0.011854917
1708,0.43968442
1709,0.99999964
1710,0.6805299
1711,0.0008778274
1712,0.022792488
1713,0.006243527
1714,0.42257267
1715,0.0037109256
1716,0.9705714
1717,0.9979062
1718,0.9725195
1719,0.9953095
1720,0.0021860301
1721,0.99813765
1722,0.99998194
1723,0.023612529
1724,0.0006058812
1725,0.00017035007
1726,0.054823726
1727,0.9658265
1728,0.0020540059
1729,0.07184172
1730,0.027579248
1731,0.00026094913
1732,0.03426692
1733,0.0017433167
1734,0.00031632185
1735,0.99974155
1736,0.6992091
1737,0.42218402
1738,0.0002836883
1739,0.026056439
1740,0.99998033
1741,0.6168944
1742,0.000115543604
1743,0.01515615
1744,0.625106
1745,0.0020563304
1746,0.99999
1747,0.0071543753
1748,0.015850276
1749,0.9700484
1750,0.09853116
1751,0.99988866
1752,0.010836422
1753,0.018220425
1754,0.99308646
1755,0.8168156
1756,0.00043055415
1757,0.04477331
1758,0.023070306
1759,0.99999166
1760,0.06396288
1761,0.0025126636
1762,0.07664806
1763,0.063563704
1764,0.06615195
1765,0.03313285
1766,0.8064347
1767,0.056732655
1768,0.025911301
1769,0.00434193
1770,0.9999947
1771,0.41078675
1772,0.063444644
1773,0.085014254
1774,0.6255972
1775,0.0012226105
1776,0.9971273
1777,0.458628
1778,0.99994206
1779,0.8953669
1780,0.81344336
1781,0.99879384
1782,0.032155067
1783,0.00024360418
1784,0.15805095
1785,0.42158863
1786,0.99999976
1787,0.019470453
1788,0.0015037954
1789,0.9710003
1790,0.027615905
1791,0.9539637
1792,9.402633e-05
1793,0.013815701
1794,0.009286791
1795,0.72743595
1796,0.98425066
1797,0.03166601
1798,0.99812275
1799,0.003016919
1800,0.024531454
1801,0.8162056
1802,0.00942862
1803,0.9770043
1804,0.023440927
1805,0.9333982
1806,0.062252164
1807,0.5177546
1808,1.0
1809,0.0026017427
1810,0.16814983
1811,0.9999996
1812,0.9082967
1813,0.010065466
1814,0.016116291
1815,1.0
1816,0.006420791
1817,0.77092636
1818,0.9956306
1819,0.91914415
1820,0.06378856
1821,0.011076689
1822,0.11335251
1823,0.07421997
1824,0.42717654
1825,0.99643123
1826,0.67771137
1827,0.8518482
1828,4.0352345e-05
1829,0.9993223
1830,0.13810739
1831,0.0029692948
1832,0.0023241043
1833,0.99672174
1834,0.9998604
1835,0.99999696
1836,0.0004094839
1837,0.99956584
1838,0.71245706
1839,0.011596501
1840,0.14925686
1841,0.0271568
1842,0.07045445
1843,0.23164064
1844,0.6725363
1845,0.99974513
1846,0.9999791
1847,0.3667667
1848,0.012779385
1849,0.9931725
1850,0.13251263
1851,0.99999833
1852,0.08186406
1853,0.13204965
1854,0.00413391
1855,0.01782769
1856,0.0019189119
1857,0.99996424
1858,1.0
1859,0.20899576
1860,0.006429702
1861,0.9997427
1862,0.03273177
1863,0.97375774
1864,0.51113886
1865,0.9999771
1866,0.0036439002
1867,0.0032563806
1868,0.041665733
1869,0.28089297
1870,0.008210808
1871,0.98588765
1872,0.67629427
1873,0.0013028085
1874,0.0023205578
1875,0.021671236
1876,0.22096255
1877,0.8424561
1878,0.03524497
1879,0.9999993
1880,0.42528227
1881,0.023085088
1882,0.999691
1883,0.05450499
1884,0.0013174415
1885,0.042913288
1886,0.9999607
1887,0.98482674
1888,0.9994285
1889,0.013228685
1890,0.9877055
1891,0.053215504
1892,0.0015026033
