id,score
1500,0.015324846
1501,0.265146175
1502,0.986524485
1503,0.620579585
1504,0.0320643921102
1505,0.009872153529999999
1506,0.9192735249999999
1507,0.039134919665
1508,0.062180786200000004
1509,0.47199671
1510,0.014749929235
1511,0.06095202300000001
1512,0.038071692000000004
1513,0.9999997999999999
1514,0.177437009
1515,0.18462362999999998
1516,0.84818255
1517,0.9764286249999999
1518,0.41325077499999996
1519,0.0196571204
1520,0.0163141045
1521,0.0368898215
1522,0.06394802
1523,0.009662434854
1524,0.0048468412749999995
1525,0.499360735
1526,0.853886125
1527,0.31213829000000004
1528,0.9992568
1529,0.029932618
1530,0.12495604175000001
1531,0.0139114115
1532,0.7319869999999999
1533,0.035298078350000005
1534,0.9850026000000001
1535,0.03253544925
1536,0.9990135499999999
1537,0.005201220633
1538,0.97179275
1539,0.01687489475
1540,0.98540357
1541,0.0496393585
1542,0.999497055
1543,0.6450624500000001
1544,0.167305755
1545,0.0637817525
1546,0.397881315
1547,0.07772903
1548,0.5837445700000001
1549,0.0796026585
1550,0.9999933
1551,0.992236795
1552,0.0643980631
1553,0.9603473499999999
1554,0.041080027935
1555,0.033171892499999994
1556,0.99541691
1557,0.354416835
1558,0.079915896
1559,0.0622756485
1560,0.81868147
1561,0.07452478835
1562,0.030770078265
1563,0.019689753764999998
1564,0.999381065
1565,0.0074378249799999996
1566,0.08680173845
1567,0.0055894106499999995
1568,0.053369522
1569,0.01286500688
1570,0.2142706
1571,0.91592648
1572,0.0674013775
1573,0.233813685
1574,0.999601135
1575,0.61356685
1576,0.507769762
1577,0.021520778495
1578,0.146328078
1579,0.1005918525
1580,0.45913291
1581,0.805880545
1582,0.034571694
1583,0.063749059795
1584,0.999854875
1585,0.074864028
1586,0.0800715965
1587,0.01606044195
1588,0.04306808125
1589,0.741742225
1590,0.0595573636075
1591,0.99945843
1592,0.44939798999999997
1593,0.735783615
1594,0.510184152
1595,0.907601165
1596,0.022048890465000002
1597,0.89367743
1598,0.98900945
1599,0.9984435300000001
1600,0.0273911505
1601,0.99997297
1602,0.99866195
1603,0.0348589715
1604,0.028218433079999997
1605,0.11728648635
1606,0.02659898985
1607,0.026480496
1608,0.07205872594599999
1609,0.166151445
1610,0.53948072
1611,0.7646102750000001
1612,0.999789815
1613,0.0238979905
1614,0.0540999315
1615,0.9999832500000001
1616,0.9753555850000001
1617,0.9987866749999998
1618,0.022528111684999998
1619,0.523055655
1620,0.62944818
1621,0.009106218675
1622,0.9881398699999999
1623,0.01644937766
1624,0.22472345000000005
1625,0.10229531135
1626,0.9318266500000001
1627,0.76343179
1628,0.9999726
1629,0.9990844750000001
1630,0.70457498
1631,0.0141240655
1632,0.013145833994000001
1633,0.0549180375
1634,0.06277099133
1635,0.0818252975
1636,0.038736775810000006
1637,0.200107755
1638,0.483142673
1639,0.056937485779
1640,0.614451825
1641,0.03650228665
1642,0.017418146274999997
1643,0.39520657
1644,0.738697885
1645,0.9773942000000001
1646,0.076250627825
1647,0.0393837225
1648,0.79242252
1649,0.88278075
1650,0.032532006349999996
1651,0.192805207
1652,0.1848773067
1653,0.06103163775
1654,0.1148121675
1655,0.04725389202
1656,0.318563865
1657,0.9999967000000001
1658,0.08299848500000001
1659,0.04732403172
1660,0.80293513
1661,0.876211885
1662,0.49925953500000003
1663,0.23777742500000001
1664,0.535861105
1665,0.017546445114999996
1666,0.060253276065
1667,0.0052091329
1668,0.987809935
1669,0.0171581803
1670,0.9999786500000001
1671,0.99941227
1672,0.227452604
1673,0.8885307250000001
1674,0.9349182650000001
1675,0.02413997035
1676,0.514994425
1677,0.147462085
1678,0.9997682
1679,0.035485536
1680,0.022464231350000002
