id,score
1500,0.019112438
1501,0.7926479
1502,0.98202205
1503,0.1766907
1504,0.0029716492
1505,0.016002834
1506,0.7453917
1507,0.0013917685
1508,0.056458324
1509,0.0397833
1510,0.028470337
1511,0.52098006
1512,0.08953601
1513,0.99837327
1514,0.06382275
1515,0.03802687
1516,0.9744451
1517,0.9921641
1518,0.8411163
1519,0.21123317
1520,0.01946783
1521,0.12499079
1522,0.016301036
1523,0.013144016
1524,0.16146469
1525,0.060581297
1526,0.97422826
1527,0.030880243
1528,0.63732326
1529,0.014416635
1530,0.4754065
1531,0.043694735
1532,0.3147096
1533,0.06543726
1534,0.8426449
1535,0.01120621
1536,0.9958228
1537,0.011782587
1538,0.97915745
1539,0.010446817
1540,0.99605393
1541,0.061734825
1542,0.95535755
1543,0.39869404
1544,0.21744218
1545,0.213337
1546,0.036042362
1547,0.0106063485
1548,0.4939963
1549,0.23995018
1550,0.98984945
1551,0.9479623
1552,0.17955586
1553,0.8014323
1554,0.050374955
1555,0.0073189437
1556,0.9930934
1557,0.51081896
1558,0.36414397
1559,0.7678027
1560,0.99470437
1561,0.039142936
1562,0.014668584
1563,0.06728476
1564,0.59938157
1565,0.016843498
1566,0.022822708
1567,0.007900566
1568,0.048150927
1569,0.0035202503
1570,0.059812903
1571,0.76525044
1572,0.61172044
1573,0.033170074
1574,0.8511014
1575,0.95520246
1576,0.05385962
1577,0.08529988
1578,0.031751573
1579,0.021296412
1580,0.10803479
1581,0.38631243
1582,0.024632603
1583,0.30763572
1584,0.9907794
1585,0.6807989
1586,0.01903212
1587,0.13777459
1588,0.038024664
1589,0.38163012
1590,0.2675977
1591,0.98692715
1592,0.9670732
1593,0.9190117
1594,0.124337375
1595,0.054731667
1596,0.003885746
1597,0.8996104
1598,0.9765126
1599,0.99227095
1600,0.23472744
1601,0.9770577
1602,0.97869927
1603,0.023478478
1604,0.0067564845
1605,0.0049078465
1606,0.5851701
1607,0.06001413
1608,0.15164098
1609,0.012234807
1610,0.40156886
1611,0.9867909
1612,0.9970665
1613,0.3339339
1614,0.0127773285
1615,0.99659157
1616,0.93210316
1617,0.92400134
1618,0.01533857
1619,0.72300315
1620,0.19418523
1621,0.0024043918
1622,0.9780897
1623,0.18737876
1624,0.031942338
1625,0.032489
1626,0.99545383
1627,0.72232574
1628,0.98223555
1629,0.97424316
1630,0.59581876
1631,0.0074519217
1632,0.043294847
1633,0.41500384
1634,0.40244895
1635,0.08647725
1636,0.022705615
1637,0.14957997
1638,0.10488695
1639,0.3077895
1640,0.25176316
1641,0.06722352
1642,0.0029458106
1643,0.036159784
1644,0.75213313
1645,0.92479044
1646,0.05987543
1647,0.084214926
1648,0.9592254
1649,0.90929496
1650,0.45157978
1651,0.26067644
1652,0.0015253425
1653,0.07541904
1654,0.09374681
1655,0.019037068
1656,0.014136434
1657,0.9900438
1658,0.030785114
1659,0.047214657
1660,0.7140365
1661,0.7560705
1662,0.5480429
1663,0.031297266
1664,0.8667791
1665,0.04488364
1666,0.05028963
1667,0.13494596
1668,0.99611306
1669,0.030213475
1670,0.98500746
1671,0.98634017
1672,0.012927413
1673,0.9795122
1674,0.99123466
1675,0.00776121
1676,0.14384183
1677,0.76704055
1678,0.978737
1679,0.2930345
1680,0.06946555
1681,0.8305472
1682,0.99211574
1683,0.996037
1684,0.025763333
1685,0.0131029785
1686,0.050604433
1687,0.002575487
1688,0.0055844486
1689,0.91996074
1690,0.9771002
1691,0.0005213022
1692,0.0016396344
1693,0.9782648
1694,0.15921453
1695,0.27400044
1696,0.9722216
1697,0.9876915
1698,0.026213557
1699,0.22206664
1700,0.1864107
1701,0.14903575
1702,0.08509076
1703,0.22412261
1704,0.9401328
1705,0.0075282454
1706,0.9379565
1707,0.056238323
1708,0.050232023
1709,0.9574685
1710,0.010550231
1711,0.072513014
1712,0.79470134
1713,0.02777639
1714,0.35356563
1715,0.017521292
1716,0.9954779
1717,0.86670375
1718,0.052070975
1719,0.94764364
1720,0.044940323
1721,0.9122151
1722,0.7039002
1723,0.029106885
1724,0.0008867681
1725,0.01466772
