id,score
1500,0.012919396
1501,0.054508984
1502,0.9995624
1503,0.043276757
1504,3.2782555e-07
1505,0.00010290742
1506,0.9999873
1507,0.12508792
1508,0.040817022
1509,0.13228491
1510,0.00022029877
1511,0.022214651
1512,0.034939528
1513,1.0
1514,0.03211221
1515,0.115868
1516,0.96921057
1517,1.0
1518,1.0
1519,0.007429123
1520,0.0036079586
1521,0.08675885
1522,0.0020312667
1523,8.624792e-05
1524,0.00082424283
1525,0.021191001
1526,0.99996746
1527,4.211068e-05
1528,1.0
1529,0.005452305
1530,0.99319303
1531,0.00019201636
1532,0.99111354
1533,0.013897538
1534,0.9999039
1535,0.00082701445
1536,1.0
1537,0.00022751093
1538,0.9995668
1539,0.00030311942
1540,1.0
1541,0.00027263165
1542,0.9999906
1543,0.9589584
1544,0.0035894513
1545,0.15279332
1546,0.0008737147
1547,0.0021029115
1548,0.02960977
1549,0.0009481013
1550,1.0
1551,1.0
1552,0.00023293495
1553,0.9999913
1554,5.2690506e-05
1555,0.008687139
1556,0.99999017
1557,0.0007375181
1558,0.8834757
1559,0.095180154
1560,0.9880227
1561,0.063642204
1562,3.9190054e-05
1563,1.6629696e-05
1564,0.99999774
1565,0.00085377693
1566,0.009527028
1567,3.9488077e-05
1568,0.0009341836
1569,3.2633543e-05
1570,0.013713777
1571,0.99999964
1572,0.023790061
1573,0.06440735
1574,0.9999996
1575,0.99716926
1576,1.2367964e-05
1577,0.00053724647
1578,0.0007277131
1579,0.63585204
1580,0.03463587
1581,0.26401973
1582,0.04316634
1583,0.014465749
1584,0.9999995
1585,0.35094893
1586,0.0018746257
1587,0.0043913424
1588,0.0018948913
1589,0.99999166
1590,0.0019692183
1591,0.9999999
1592,0.89816695
1593,0.9999999
1594,0.14553264
1595,0.99687165
1596,3.787875e-05
1597,0.9999999
1598,0.9999999
1599,0.9999995
1600,0.0030532777
1601,1.0
1602,0.9999999
1603,0.48476416
1604,0.18456838
1605,0.002674669
1606,0.044668168
1607,0.00093171
1608,0.0020779073
1609,0.00018841028
1610,0.88410854
1611,0.7828194
1612,1.0
1613,0.0014172196
1614,0.019463629
1615,1.0
1616,0.9999703
1617,0.9999999
1618,6.020069e-06
1619,0.997667
1620,0.31871372
1621,0.00058054924
1622,0.9999998
1623,0.0017312765
1624,0.0010082722
1625,1.8686056e-05
1626,1.0
1627,0.9999999
1628,1.0
1629,1.0
1630,0.99999964
1631,0.005270362
1632,4.0352345e-05
1633,0.033710778
1634,0.0042099357
1635,5.480647e-05
1636,0.014568001
1637,0.035909563
1638,0.86486197
1639,0.00012001395
1640,0.023346901
1641,0.052229464
1642,0.00063094497
1643,0.9264176
1644,0.00064742565
1645,0.99999857
1646,9.533763e-05
1647,0.0033808947
1648,0.9797313
1649,0.99999976
1650,0.0055517256
1651,0.06518346
1652,0.00014600158
1653,0.016584247
1654,0.0045810044
1655,0.0005354285
1656,0.011244327
1657,1.0
1658,0.09857875
1659,2.0802021e-05
1660,1.0
1661,0.9999999
1662,0.98140544
1663,0.0016207099
1664,0.6777538
1665,0.0016286969
1666,0.0033474267
1667,0.011339992
1668,1.0
1669,0.0022301674
1670,1.0
1671,1.0
1672,0.004486084
1673,0.9999928
1674,0.9997869
1675,0.011932433
1676,0.13936102
1677,0.045636803
1678,1.0
1679,0.057469606
1680,0.00027793646
1681,0.0024760365
1682,1.0
1683,0.9999887
1684,0.99907553
1685,0.4918257
1686,0.0017501116
1687,2.8163195e-05
1688,0.0022735596
1689,0.89756775
1690,1.0
1691,0.0004864335
1692,0.00012248755
1693,1.0
1694,2.9861927e-05
1695,0.01238364
1696,0.9999988
1697,1.0
1698,0.006160587
1699,0.9470191
1700,2.8312206e-06
1701,0.9995611
1702,0.007382095
1703,0.9895439
1704,0.97634506
1705,0.0035709739
1706,0.99999976
1707,0.0030263662
1708,0.01583466
1709,1.0
1710,0.0016874075
1711,0.00066015124
1712,0.777305
1713,0.00026643276
1714,0.9857615
1715,1.9818544e-05
1716,0.99995875
1717,0.99040926
1718,0.20712897
1719,1.0
1720,0.006469935
1721,0.9576552
1722,1.0
1723,0.0008266866
1724,0.0014528334
1725,0.004303962
1726,0.15538326
1727,0.9999738
1728,3.07858e-05
1729,0.00043830276
1730,0.012241691
1731,0.0003220439
1732,0.007956535
1733,4.762411e-05
1734,0.007022083
1735,0.99999595
1736,0.017135382
1737,0.03778699
1738,0.0019452274
1739,1.9937754e-05
1740,0.0032381713
1741,0.072591335
1742,3.2186508e-06
1743,0.00017428398
1744,0.00060266256
1745,1.0102987e-05
1746,1.0
1747,8.940697e-08
1748,0.041374058
1749,1.0
1750,0.07731396
1751,0.9999919
1752,0.00026330352
1753,0.017825574
1754,0.4468822
1755,0.8707211
1756,0.00034490228
1757,5.7131052e-05
1758,0.11517626
1759,1.0
1760,0.008162767
1761,3.6358833e-06
1762,0.02051714
1763,0.0013442338
1764,0.00030699372
1765,0.2695155
1766,0.9999074
1767,0.00040781498
1768,0.005452484
1769,0.039284915
1770,1.0
1771,0.06162983
1772,0.0058528185
1773,0.0025186837
1774,0.016729772
1775,0.0010896623
1776,1.0
1777,0.027007401
1778,0.9999447
1779,0.00065112114
1780,1.0
1781,0.9999992
1782,0.0010178685
1783,0.0008985996
1784,0.012860686
1785,0.1282154
1786,1.0
1787,0.010898232
1788,1.6659498e-05
1789,0.9999999
1790,0.057070166
1791,0.47003278
1792,0.0009331703
1793,0.008765161
1794,0.0009391904
1795,0.002559185
1796,0.9999401
1797,0.00052699447
1798,1.0
1799,0.0017631948
1800,0.23927176
1801,0.9999783
1802,5.930662e-06
1803,0.9976845
1804,0.062659144
1805,0.8268548
1806,0.00092869997
1807,0.2555987
1808,1.0
1809,0.0003053546
1810,0.00948897
1811,1.0
1812,0.9999974
1813,0.014675856
1814,1.8000603e-05
1815,0.999999
1816,0.0032053888
1817,0.9337907
1818,1.0
1819,0.83071935
1820,0.99892116
1821,0.00061935186
1822,1.4066696e-05
1823,0.027128458
1824,0.013612986
1825,0.99965596
1826,0.0046652257
1827,0.99995697
1828,3.7133694e-05
1829,1.0
1830,0.05118671
1831,0.17002368
1832,0.002325803
1833,1.0
1834,0.51768345
1835,0.9999999
1836,0.02535811
1837,1.0
1838,0.0087457895
1839,0.94673276
1840,0.46994165
1841,0.00038015842
1842,0.000112473965
1843,0.124771476
1844,0.008711815
1845,0.9999987
1846,0.99999976
1847,0.17722914
1848,9.152293e-05
1849,0.999673
1850,0.04106936
1851,1.0
1852,0.3272133
1853,0.011083096
1854,0.0005428493
1855,0.00012233853
1856,0.0014797449
1857,0.99999994
1858,0.99999106
1859,0.0001757145
1860,4.118681e-05
1861,0.99052906
1862,0.066319466
1863,0.99946046
1864,0.0067548156
1865,0.99999964
1866,0.0001386106
1867,0.01045537
1868,0.013477564
1869,0.20285884
1870,0.0037015975
1871,0.9970159
1872,0.042104036
1873,0.010069698
1874,0.0005168915
1875,0.015943855
1876,0.0029573739
1877,1.0
1878,0.00011405349
1879,1.0
1880,0.019749105
1881,3.9339066e-05
1882,1.0
1883,0.00021967292
1884,0.0002887845
1885,0.000538975
1886,0.9999989
1887,0.4610376
1888,0.9999994
1889,0.2177614
1890,0.99999887
1891,0.7777591
1892,0.022369653
1893,0.112467945
1894,0.99074984
1895,0.00094273686
1896,8.672476e-06
1897,0.031749934
1898,0.47172526
1899,0.99995875
1900,0.00016412139
1901,0.8983952
1902,0.00019225478
1903,0.91551524
1904,0.0005092323
1905,5.8561563e-05
1906,1.0
1907,0.03060019
1908,1.0
1909,0.0738869
1910,0.99899435
1911,0.86479604
1912,0.99996704
1913,0.29859138
1914,0.0002362132
1915,8.830428e-05
1916,0.025266677
1917,0.00039169192
1918,0.21754625
1919,1.23381615e-05
1920,0.0065497756
1921,0.0034312904
1922,0.0065817535
1923,0.05564621
1924,0.024153948
1925,0.999972
1926,0.00034475327
1927,0.0020373762
1928,0.000220716
1929,0.999999
1930,0.999999
1931,0.06942266
1932,0.9999701
1933,5.441904e-05
1934,0.00036671758
1935,0.0010484159
1936,0.0010125339
1937,0.078195274
1938,0.010048151
1939,0.0009200275
1940,0.0017432272
1941,0.0055138767
1942,0.0071202815
1943,0.0002630353
1944,1.0
1945,1.0
1946,8.800626e-05
1947,2.4288893e-05
1948,0.00021255016
1949,0.17660975
1950,1.0
1951,0.0015233457
1952,0.14490035
1953,0.99997205
1954,0.00026142597
1955,0.9956031
1956,0.004434049
1957,0.0010046065
1958,0.0033127964
1959,0.00660336
1960,9.5397234e-05
1961,0.00089120865
1962,0.9999999
1963,0.19552863
1964,0.00022822618
1965,0.99990964
1966,0.0003670752
1967,0.0019480586
1968,4.696846e-05
1969,7.897615e-06
1970,0.9396429
1971,0.058564574
1972,0.00081169605
1973,0.0054261386
1974,1.0
1975,0.99999547
1976,1.0
1977,0.37594205
1978,0.97380286
1979,0.7575165
1980,5.2124262e-05
1981,1.0
1982,0.99999964
1983,1.0
1984,2.4050474e-05
1985,0.00010666251
1986,0.49360773
1987,0.9749299
1988,0.9999999
1989,0.4311754
1990,3.5464764e-05
1991,0.00033324957
1992,0.0022669137
1993,0.0009784997
1994,0.019752383
1995,0.93009984
1996,0.9999865
1997,0.012081534
1998,1.0
1999,0.010059863
2000,0.015181273
2001,0.10524306
2002,0.44793186
2003,0.011083096
2004,0.051386774
2005,0.0064609945
2006,0.051249325
2007,0.004556179
2008,0.9999603
2009,0.029708892
2010,1.0
2011,0.0024555624
2012,0.0009467602
2013,0.9361092
2014,0.010424972
2015,0.0010757446
2016,1.0
2017,0.9176918
2018,0.00025346875
2019,0.051412374
2020,0.9999999
2021,0.003440559
2022,0.0066284537
2023,0.2019547
2024,0.9833194
2025,0.9999484
2026,3.2663345e-05
2027,0.0023143291
2028,1.0
2029,0.51469046
2030,0.9999999
2031,0.0027897656
2032,0.024383694
2033,0.0004950762
2034,1.0
2035,0.00020357966
2036,0.02646935
2037,0.9998591
2038,0.99999774
2039,0.3911923
2040,0.0010968447
2041,0.06325135
2042,0.0047469735
2043,0.031692028
2044,8.890033e-05
2045,0.072698504
2046,0.947
2047,0.0028499663
2048,0.0018482208
2049,0.99967825
2050,0.827626
2051,0.89044523
2052,0.00042824476
2053,0.09549373
2054,0.02057422
2055,0.9567306
2056,0.2518813
2057,0.001046134
